game,agent_mark,ply,board,player,action,after
83,O,2,.......X.,O,0,O......X.
83,O,3,O......X.,X,8,O......XX
83,O,4,O......XX,O,6,O.....OXX
83,O,5,O.....OXX,X,5,O....XOXX
83,O,6,O....XOXX,O,1,OO...XOXX
83,O,7,OO...XOXX,X,4,OO..XXOXX
83,O,8,OO..XXOXX,O,3,OO.OXXOXX
84,X,1,.........,X,4,....X....
84,X,2,....X....,O,0,O...X....
84,X,3,O...X....,X,1,OX..X....
84,X,4,OX..X....,O,8,OX..X...O
84,X,5,OX..X...O,X,7,OX..X..XO
85,O,1,.........,X,3,...X.....
85,O,2,...X.....,O,6,...X..O..
85,O,3,...X..O..,X,5,...X.XO..
85,O,4,...X.XO..,O,4,...XOXO..
85,O,5,...XOXO..,X,0,X..XOXO..
85,O,6,X..XOXO..,O,1,XO.XOXO..
85,O,7,XO.XOXO..,X,7,XO.XOXOX.
85,O,8,XO.XOXOX.,O,2,XOOXOXOX.
86,X,1,.........,X,4,....X....
86,X,2,....X....,O,5,....XO...
86,X,3,....XO...,X,8,....XO..X
86,X,4,....XO..X,O,1,.O..XO..X
86,X,5,.O..XO..X,X,0,XO..XO..X
87,O,1,.........,X,8,........X
87,O,2,........X,O,4,....O...X
87,O,3,....O...X,X,6,....O.X.X
87,O,4,....O.X.X,O,7,....O.XOX
87,O,5,....O.XOX,X,2,..X.O.XOX
87,O,6,..X.O.XOX,O,1,.OX.O.XOX
88,X,1,.........,X,4,....X....
88,X,2,....X....,O,3,...OX....
88,X,3,...OX....,X,8,...OX...X
88,X,4,...OX...X,O,1,.O.OX...X
88,X,5,.O.OX...X,X,6,.O.OX.X.X
88,X,6,.O.OX.X.X,O,2,.OOOX.X.X
88,X,7,.OOOX.X.X,X,0,XOOOX.X.X
89,O,1,.........,X,2,..X......
89,O,2,..X......,O,7,..X....O.
89,O,3,..X....O.,X,3,..XX...O.
89,O,4,..XX...O.,O,5,..XX.O.O.
89,O,5,..XX.O.O.,X,0,X.XX.O.O.
89,O,6,X.XX.O.O.,O,8,X.XX.O.OO
89,O,7,X.XX.O.OO,X,6,X.XX.OXOO
90,X,1,.........,X,4,....X....
90,X,2,....X....,O,5,....XO...
90,X,3,....XO...,X,8,....XO..X
90,X,4,....XO..X,O,1,.O..XO..X
90,X,5,.O..XO..X,X,0,XO..XO..X
91,O,1,.........,X,8,........X
91,O,2,........X,O,4,....O...X
91,O,3,....O...X,X,1,.X..O...X
91,O,4,.X..O...X,O,5,.X..OO..X
91,O,5,.X..OO..X,X,2,.XX.OO..X
91,O,6,.XX.OO..X,O,3,.XXOOO..X
92,X,1,.........,X,4,....X....
92,X,2,....X....,O,1,.O..X....
92,X,3,.O..X....,X,0,XO..X....
92,X,4,XO..X....,O,3,XO.OX....
92,X,5,XO.OX....,X,6,XO.OX.X..
92,X,6,XO.OX.X..,O,8,XO.OX.X.O
92,X,7,XO.OX.X.O,X,2,XOXOX.X.O
93,O,1,.........,X,8,........X
93,O,2,........X,O,4,....O...X
93,O,3,....O...X,X,1,.X..O...X
93,O,4,.X..O...X,O,5,.X..OO..X
93,O,5,.X..OO..X,X,7,.X..OO.XX
93,O,6,.X..OO.XX,O,3,.X.OOO.XX
94,X,1,.........,X,4,....X....
94,X,2,....X....,O,0,O...X....
94,X,3,O...X....,X,1,OX..X....
94,X,4,OX..X....,O,5,OX..XO...
94,X,5,OX..XO...,X,3,OX.XXO...
94,X,6,OX.XXO...,O,2,OXOXXO...
94,X,7,OXOXXO...,X,7,OXOXXO.X.
95,O,1,.........,X,4,....X....
95,O,2,....X....,O,2,..O.X....
95,O,3,..O.X....,X,6,..O.X.X..
95,O,4,..O.X.X..,O,3,..OOX.X..
95,O,5,..OOX.X..,X,0,X.OOX.X..
95,O,6,X.OOX.X..,O,8,X.OOX.X.O
95,O,7,X.OOX.X.O,X,1,XXOOX.X.O
95,O,8,XXOOX.X.O,O,5,XXOOXOX.O
96,X,1,.........,X,4,....X....
96,X,2,....X....,O,3,...OX....
96,X,3,...OX....,X,8,...OX...X
96,X,4,...OX...X,O,1,.O.OX...X
96,X,5,.O.OX...X,X,6,.O.OX.X.X
96,X,6,.O.OX.X.X,O,5,.O.OXOX.X
96,X,7,.O.OXOX.X,X,0,XO.OXOX.X
97,O,1,.........,X,0,X........
97,O,2,X........,O,2,X.O......
97,O,3,X.O......,X,6,X.O...X..
97,O,4,X.O...X..,O,3,X.OO..X..
97,O,5,X.OO..X..,X,8,X.OO..X.X
97,O,6,X.OO..X.X,O,4,X.OOO.X.X
97,O,7,X.OOO.X.X,X,5,X.OOOXX.X
97,O,8,X.OOOXX.X,O,7,X.OOOXXOX
97,O,9,X.OOOXXOX,X,1,XXOOOXXOX
98,X,1,.........,X,4,....X....
98,X,2,....X....,O,0,O...X....
98,X,3,O...X....,X,1,OX..X....
98,X,4,OX..X....,O,7,OX..X..O.
98,X,5,OX..X..O.,X,3,OX.XX..O.
98,X,6,OX.XX..O.,O,2,OXOXX..O.
98,X,7,OXOXX..O.,X,5,OXOXXX.O.
99,O,1,.........,X,3,...X.....
99,O,2,...X.....,O,6,...X..O..
99,O,3,...X..O..,X,4,...XX.O..
99,O,4,...XX.O..,O,8,...XX.O.O
99,O,5,...XX.O.O,X,7,...XX.OXO
99,O,6,...XX.OXO,O,5,...XXOOXO
99,O,7,...XXOOXO,X,1,.X.XXOOXO
100,X,1,.........,X,4,....X....
100,X,2,....X....,O,5,....XO...
100,X,3,....XO...,X,8,....XO..X
100,X,4,....XO..X,O,0,O...XO..X
100,X,5,O...XO..X,X,2,O.X.XO..X
100,X,6,O.X.XO..X,O,7,O.X.XO.OX
100,X,7,O.X.XO.OX,X,1,OXX.XO.OX
100,X,8,OXX.XO.OX,O,3,OXXOXO.OX
100,X,9,OXXOXO.OX,X,6,OXXOXOXOX
101,O,1,.........,X,8,........X
101,O,2,........X,O,4,....O...X
101,O,3,....O...X,X,3,...XO...X
101,O,4,...XO...X,O,7,...XO..OX
101,O,5,...XO..OX,X,2,..XXO..OX
101,O,6,..XXO..OX,O,1,.OXXO..OX
102,X,1,.........,X,4,....X....
102,X,2,....X....,O,6,....X.O..
102,X,3,....X.O..,X,8,....X.O.X
102,X,4,....X.O.X,O,2,..O.X.O.X
102,X,5,..O.X.O.X,X,5,..O.XXO.X
102,X,6,..O.XXO.X,O,0,O.O.XXO.X
102,X,7,O.O.XXO.X,X,3,O.OXXXO.X
103,O,1,.........,X,6,......X..
103,O,2,......X..,O,5,.....OX..
103,O,3,.....OX..,X,1,.X...OX..
103,O,4,.X...OX..,O,7,.X...OXO.
103,O,5,.X...OXO.,X,4,.X..XOXO.
103,O,6,.X..XOXO.,O,3,.X.OXOXO.
103,O,7,.X.OXOXO.,X,0,XX.OXOXO.
103,O,8,XX.OXOXO.,O,2,XXOOXOXO.
103,O,9,XXOOXOXO.,X,8,XXOOXOXOX
104,X,1,.........,X,4,....X....
104,X,2,....X....,O,8,....X...O
104,X,3,....X...O,X,5,....XX..O
104,X,4,....XX..O,O,2,..O.XX..O
104,X,5,..O.XX..O,X,1,.XO.XX..O
104,X,6,.XO.XX..O,O,7,.XO.XX.OO
104,X,7,.XO.XX.OO,X,6,.XO.XXXOO
104,X,8,.XO.XXXOO,O,3,.XOOXXXOO
104,X,9,.XOOXXXOO,X,0,XXOOXXXOO
105,O,1,.........,X,7,.......X.
105,O,2,.......X.,O,0,O......X.
105,O,3,O......X.,X,5,O....X.X.
105,O,4,O....X.X.,O,2,O.O..X.X.
105,O,5,O.O..X.X.,X,3,O.OX.X.X.
105,O,6,O.OX.X.X.,O,4,O.OXOX.X.
105,O,7,O.OXOX.X.,X,8,O.OXOX.XX
105,O,8,O.OXOX.XX,O,6,O.OXOXOXX
106,X,1,.........,X,4,....X....
106,X,2,....X....,O,6,....X.O..
106,X,3,....X.O..,X,8,....X.O.X
106,X,4,....X.O.X,O,7,....X.OOX
106,X,5,....X.OOX,X,3,...XX.OOX
106,X,6,...XX.OOX,O,2,..OXX.OOX
106,X,7,..OXX.OOX,X,1,.XOXX.OOX
106,X,8,.XOXX.OOX,O,5,.XOXXOOOX
106,X,9,.XOXXOOOX,X,0,XXOXXOOOX
107,O,1,.........,X,6,......X..
107,O,2,......X..,O,5,.....OX..
107,O,3,.....OX..,X,4,....XOX..
107,O,4,....XOX..,O,0,O...XOX..
107,O,5,O...XOX..,X,1,OX..XOX..
107,O,6,OX..XOX..,O,2,OXO.XOX..
107,O,7,OXO.XOX..,X,7,OXO.XOXX.
108,X,1,.........,X,4,....X....
108,X,2,....X....,O,1,.O..X....
108,X,3,.O..X....,X,0,XO..X....
108,X,4,XO..X....,O,3,XO.OX....
108,X,5,XO.OX....,X,6,XO.OX.X..
108,X,6,XO.OX.X..,O,8,XO.OX.X.O
108,X,7,XO.OX.X.O,X,2,XOXOX.X.O
109,O,1,.........,X,3,...X.....
109,O,2,...X.....,O,6,...X..O..
109,O,3,...X..O..,X,4,...XX.O..
109,O,4,...XX.O..,O,8,...XX.O.O
109,O,5,...XX.O.O,X,5,...XXXO.O
110,X,1,.........,X,4,....X....
110,X,2,....X....,O,0,O...X....
110,X,3,O...X....,X,1,OX..X....
110,X,4,OX..X....,O,8,OX..X...O
110,X,5,OX..X...O,X,7,OX..X..XO
111,O,1,.........,X,1,.X.......
111,O,2,.X.......,O,2,.XO......
111,O,3,.XO......,X,0,XXO......
111,O,4,XXO......,O,4,XXO.O....
111,O,5,XXO.O....,X,6,XXO.O.X..
111,O,6,XXO.O.X..,O,3,XXOOO.X..
111,O,7,XXOOO.X..,X,5,XXOOOXX..
111,O,8,XXOOOXX..,O,7,XXOOOXXO.
111,O,9,XXOOOXXO.,X,8,XXOOOXXOX
112,X,1,.........,X,4,....X....
112,X,2,....X....,O,0,O...X....
112,X,3,O...X....,X,1,OX..X....
112,X,4,OX..X....,O,7,OX..X..O.
112,X,5,OX..X..O.,X,3,OX.XX..O.
112,X,6,OX.XX..O.,O,8,OX.XX..OO
112,X,7,OX.XX..OO,X,6,OX.XX.XOO
112,X,8,OX.XX.XOO,O,2,OXOXX.XOO
112,X,9,OXOXX.XOO,X,5,OXOXXXXOO
113,O,1,.........,X,7,.......X.
113,O,2,.......X.,O,0,O......X.
113,O,3,O......X.,X,2,O.X....X.
113,O,4,O.X....X.,O,4,O.X.O..X.
113,O,5,O.X.O..X.,X,6,O.X.O.XX.
113,O,6,O.X.O.XX.,O,1,OOX.O.XX.
113,O,7,OOX.O.XX.,X,5,OOX.OXXX.
113,O,8,OOX.OXXX.,O,8,OOX.OXXXO
114,X,1,.........,X,4,....X....
114,X,2,....X....,O,2,..O.X....
114,X,3,..O.X....,X,1,.XO.X....
114,X,4,.XO.X....,O,0,OXO.X....
114,X,5,OXO.X....,X,3,OXOXX....
114,X,6,OXOXX....,O,5,OXOXXO...
114,X,7,OXOXXO...,X,7,OXOXXO.X.
115,O,1,.........,X,7,.......X.
115,O,2,.......X.,O,0,O......X.
115,O,3,O......X.,X,1,OX.....X.
115,O,4,OX.....X.,O,4,OX..O..X.
115,O,5,OX..O..X.,X,6,OX..O.XX.
115,O,6,OX..O.XX.,O,8,OX..O.XXO
116,X,1,.........,X,4,....X....
116,X,2,....X....,O,7,....X..O.
116,X,3,....X..O.,X,5,....XX.O.
116,X,4,....XX.O.,O,6,....XXOO.
116,X,5,....XXOO.,X,3,...XXXOO.
117,O,1,.........,X,2,..X......
117,O,2,..X......,O,7,..X....O.
117,O,3,..X....O.,X,1,.XX....O.
117,O,4,.XX....O.,O,4,.XX.O..O.
117,O,5,.XX.O..O.,X,8,.XX.O..OX
117,O,6,.XX.O..OX,O,3,.XXOO..OX
117,O,7,.XXOO..OX,X,5,.XXOOX.OX
118,X,1,.........,X,4,....X....
118,X,2,....X....,O,2,..O.X....
118,X,3,..O.X....,X,1,.XO.X....
118,X,4,.XO.X....,O,6,.XO.X.O..
118,X,5,.XO.X.O..,X,8,.XO.X.O.X
118,X,6,.XO.X.O.X,O,7,.XO.X.OOX
118,X,7,.XO.X.OOX,X,3,.XOXX.OOX
118,X,8,.XOXX.OOX,O,5,.XOXXOOOX
118,X,9,.XOXXOOOX,X,0,XXOXXOOOX
119,O,1,.........,X,6,......X..
119,O,2,......X..,O,5,.....OX..
119,O,3,.....OX..,X,7,.....OXX.
119,O,4,.....OXX.,O,8,.....OXXO
119,O,5,.....OXXO,X,0,X....OXXO
119,O,6,X....OXXO,O,3,X..O.OXXO
119,O,7,X..O.OXXO,X,4,X..OXOXXO
119,O,8,X..OXOXXO,O,2,X.OOXOXXO
120,X,1,.........,X,4,....X....
120,X,2,....X....,O,1,.O..X....
120,X,3,.O..X....,X,0,XO..X....
120,X,4,XO..X....,O,2,XOO.X....
120,X,5,XOO.X....,X,6,XOO.X.X..
120,X,6,XOO.X.X..,O,7,XOO.X.XO.
120,X,7,XOO.X.XO.,X,5,XOO.XXXO.
120,X,8,XOO.XXXO.,O,8,XOO.XXXOO
120,X,9,XOO.XXXOO,X,3,XOOXXXXOO
121,O,1,.........,X,5,.....X...
121,O,2,.....X...,O,8,.....X..O
121,O,3,.....X..O,X,3,...X.X..O
121,O,4,...X.X..O,O,1,.O.X.X..O
121,O,5,.O.X.X..O,X,2,.OXX.X..O
121,O,6,.OXX.X..O,O,4,.OXXOX..O
121,O,7,.OXXOX..O,X,0,XOXXOX..O
121,O,8,XOXXOX..O,O,7,XOXXOX.OO
122,X,1,.........,X,4,....X....
122,X,2,....X....,O,7,....X..O.
122,X,3,....X..O.,X,5,....XX.O.
122,X,4,....XX.O.,O,8,....XX.OO
122,X,5,....XX.OO,X,3,...XXX.OO
123,O,1,.........,X,6,......X..
123,O,2,......X..,O,5,.....OX..
123,O,3,.....OX..,X,7,.....OXX.
123,O,4,.....OXX.,O,8,.....OXXO
123,O,5,.....OXXO,X,1,.X...OXXO
123,O,6,.X...OXXO,O,2,.XO..OXXO
124,X,1,.........,X,4,....X....
124,X,2,....X....,O,8,....X...O
124,X,3,....X...O,X,5,....XX..O
124,X,4,....XX..O,O,0,O...XX..O
124,X,5,O...XX..O,X,7,O...XX.XO
124,X,6,O...XX.XO,O,1,OO..XX.XO
124,X,7,OO..XX.XO,X,3,OO.XXX.XO
125,O,1,.........,X,3,...X.....
125,O,2,...X.....,O,6,...X..O..
125,O,3,...X..O..,X,8,...X..O.X
125,O,4,...X..O.X,O,5,...X.OO.X
125,O,5,...X.OO.X,X,4,...XXOO.X
125,O,6,...XXOO.X,O,0,O..XXOO.X
125,O,7,O..XXOO.X,X,2,O.XXXOO.X
125,O,8,O.XXXOO.X,O,1,OOXXXOO.X
125,O,9,OOXXXOO.X,X,7,OOXXXOOXX
126,X,1,.........,X,4,....X....
126,X,2,....X....,O,5,....XO...
126,X,3,....XO...,X,8,....XO..X
126,X,4,....XO..X,O,7,....XO.OX
126,X,5,....XO.OX,X,3,...XXO.OX
126,X,6,...XXO.OX,O,6,...XXOOOX
126,X,7,...XXOOOX,X,0,X..XXOOOX
127,O,1,.........,X,7,.......X.
127,O,2,.......X.,O,0,O......X.
127,O,3,O......X.,X,4,O...X..X.
127,O,4,O...X..X.,O,2,O.O.X..X.
127,O,5,O.O.X..X.,X,3,O.OXX..X.
127,O,6,O.OXX..X.,O,1,OOOXX..X.
128,X,1,.........,X,4,....X....
128,X,2,....X....,O,8,....X...O
128,X,3,....X...O,X,5,....XX..O
128,X,4,....XX..O,O,1,.O..XX..O
128,X,5,.O..XX..O,X,3,.O.XXX..O
129,O,1,.........,X,3,...X.....
129,O,2,...X.....,O,6,...X..O..
129,O,3,...X..O..,X,8,...X..O.X
129,O,4,...X..O.X,O,5,...X.OO.X
129,O,5,...X.OO.X,X,0,X..X.OO.X
129,O,6,X..X.OO.X,O,2,X.OX.OO.X
129,O,7,X.OX.OO.X,X,1,XXOX.OO.X
129,O,8,XXOX.OO.X,O,4,XXOXOOO.X
130,X,1,.........,X,4,....X....
130,X,2,....X....,O,7,....X..O.
130,X,3,....X..O.,X,5,....XX.O.
130,X,4,....XX.O.,O,1,.O..XX.O.
130,X,5,.O..XX.O.,X,0,XO..XX.O.
130,X,6,XO..XX.O.,O,8,XO..XX.OO
130,X,7,XO..XX.OO,X,6,XO..XXXOO
130,X,8,XO..XXXOO,O,2,XOO.XXXOO
130,X,9,XOO.XXXOO,X,3,XOOXXXXOO
131,O,1,.........,X,1,.X.......
131,O,2,.X.......,O,2,.XO......
131,O,3,.XO......,X,6,.XO...X..
131,O,4,.XO...X..,O,4,.XO.O.X..
131,O,5,.XO.O.X..,X,5,.XO.OXX..
131,O,6,.XO.OXX..,O,0,OXO.OXX..
131,O,7,OXO.OXX..,X,7,OXO.OXXX.
131,O,8,OXO.OXXX.,O,8,OXO.OXXXO
132,X,1,.........,X,4,....X....
132,X,2,....X....,O,3,...OX....
132,X,3,...OX....,X,8,...OX...X
132,X,4,...OX...X,O,6,...OX.O.X
132,X,5,...OX.O.X,X,0,X..OX.O.X
133,O,1,.........,X,0,X........
133,O,2,X........,O,2,X.O......
133,O,3,X.O......,X,7,X.O....X.
133,O,4,X.O....X.,O,1,XOO....X.
133,O,5,XOO....X.,X,4,XOO.X..X.
133,O,6,XOO.X..X.,O,8,XOO.X..XO
133,O,7,XOO.X..XO,X,6,XOO.X.XXO
133,O,8,XOO.X.XXO,O,5,XOO.XOXXO
134,X,1,.........,X,4,....X....
134,X,2,....X....,O,8,....X...O
134,X,3,....X...O,X,5,....XX..O
134,X,4,....XX..O,O,6,....XXO.O
134,X,5,....XXO.O,X,3,...XXXO.O
135,O,1,.........,X,1,.X.......
135,O,2,.X.......,O,2,.XO......
135,O,3,.XO......,X,7,.XO....X.
135,O,4,.XO....X.,O,0,OXO....X.
135,O,5,OXO....X.,X,5,OXO..X.X.
135,O,6,OXO..X.X.,O,6,OXO..XOX.
135,O,7,OXO..XOX.,X,4,OXO.XXOX.
136,X,1,.........,X,4,....X....
136,X,2,....X....,O,0,O...X....
136,X,3,O...X....,X,1,OX..X....
136,X,4,OX..X....,O,2,OXO.X....
136,X,5,OXO.X....,X,3,OXOXX....
136,X,6,OXOXX....,O,8,OXOXX...O
136,X,7,OXOXX...O,X,5,OXOXXX..O
137,O,1,.........,X,2,..X......
137,O,2,..X......,O,7,..X....O.
137,O,3,..X....O.,X,6,..X...XO.
137,O,4,..X...XO.,O,4,..X.O.XO.
137,O,5,..X.O.XO.,X,8,..X.O.XOX
137,O,6,..X.O.XOX,O,1,.OX.O.XOX
138,X,1,.........,X,4,....X....
138,X,2,....X....,O,3,...OX....
138,X,3,...OX....,X,8,...OX...X
138,X,4,...OX...X,O,0,O..OX...X
138,X,5,O..OX...X,X,6,O..OX.X.X
138,X,6,O..OX.X.X,O,5,O..OXOX.X
138,X,7,O..OXOX.X,X,7,O..OXOXXX
139,O,1,.........,X,1,.X.......
139,O,2,.X.......,O,2,.XO......
139,O,3,.XO......,X,6,.XO...X..
139,O,4,.XO...X..,O,4,.XO.O.X..
139,O,5,.XO.O.X..,X,5,.XO.OXX..
139,O,6,.XO.OXX..,O,3,.XOOOXX..
139,O,7,.XOOOXX..,X,7,.XOOOXXX.
139,O,8,.XOOOXXX.,O,8,.XOOOXXXO
139,O,9,.XOOOXXXO,X,0,XXOOOXXXO
140,X,1,.........,X,4,....X....
140,X,2,....X....,O,5,....XO...
140,X,3,....XO...,X,8,....XO..X
140,X,4,....XO..X,O,6,....XOO.X
140,X,5,....XOO.X,X,0,X...XOO.X
141,O,1,.........,X,5,.....X...
141,O,2,.....X...,O,8,.....X..O
141,O,3,.....X..O,X,7,.....X.XO
141,O,4,.....X.XO,O,2,..O..X.XO
141,O,5,..O..X.XO,X,6,..O..XXXO
141,O,6,..O..XXXO,O,0,O.O..XXXO
141,O,7,O.O..XXXO,X,3,O.OX.XXXO
141,O,8,O.OX.XXXO,O,4,O.OXOXXXO
142,X,1,.........,X,4,....X....
142,X,2,....X....,O,7,....X..O.
142,X,3,....X..O.,X,5,....XX.O.
142,X,4,....XX.O.,O,3,...OXX.O.
142,X,5,...OXX.O.,X,2,..XOXX.O.
142,X,6,..XOXX.O.,O,0,O.XOXX.O.
142,X,7,O.XOXX.O.,X,6,O.XOXXXO.
143,O,1,.........,X,5,.....X...
143,O,2,.....X...,O,8,.....X..O
143,O,3,.....X..O,X,1,.X...X..O
143,O,4,.X...X..O,O,7,.X...X.OO
143,O,5,.X...X.OO,X,2,.XX..X.OO
143,O,6,.XX..X.OO,O,6,.XX..XOOO
144,X,1,.........,X,4,....X....
144,X,2,....X....,O,6,....X.O..
144,X,3,....X.O..,X,8,....X.O.X
144,X,4,....X.O.X,O,3,...OX.O.X
144,X,5,...OX.O.X,X,0,X..OX.O.X
145,O,1,.........,X,0,X........
145,O,2,X........,O,2,X.O......
145,O,3,X.O......,X,5,X.O..X...
145,O,4,X.O..X...,O,6,X.O..XO..
145,O,5,X.O..XO..,X,1,XXO..XO..
145,O,6,XXO..XO..,O,7,XXO..XOO.
145,O,7,XXO..XOO.,X,4,XXO.XXOO.
145,O,8,XXO.XXOO.,O,8,XXO.XXOOO
146,X,1,.........,X,4,....X....
146,X,2,....X....,O,8,....X...O
146,X,3,....X...O,X,5,....XX..O
146,X,4,....XX..O,O,1,.O..XX..O
146,X,5,.O..XX..O,X,3,.O.XXX..O
147,O,1,.........,X,0,X........
147,O,2,X........,O,2,X.O......
147,O,3,X.O......,X,1,XXO......
147,O,4,XXO......,O,4,XXO.O....
147,O,5,XXO.O....,X,5,XXO.OX...
147,O,6,XXO.OX...,O,6,XXO.OXO..
148,X,1,.........,X,4,....X....
148,X,2,....X....,O,3,...OX....
148,X,3,...OX....,X,8,...OX...X
148,X,4,...OX...X,O,5,...OXO..X
148,X,5,...OXO..X,X,0,X..OXO..X
149,O,1,.........,X,1,.X.......
149,O,2,.X.......,O,2,.XO......
149,O,3,.XO......,X,6,.XO...X..
149,O,4,.XO...X..,O,4,.XO.O.X..
149,O,5,.XO.O.X..,X,7,.XO.O.XX.
149,O,6,.XO.O.XX.,O,8,.XO.O.XXO
149,O,7,.XO.O.XXO,X,5,.XO.OXXXO
149,O,8,.XO.OXXXO,O,0,OXO.OXXXO
150,X,1,.........,X,4,....X....
150,X,2,....X....,O,3,...OX....
150,X,3,...OX....,X,8,...OX...X
150,X,4,...OX...X,O,0,O..OX...X
150,X,5,O..OX...X,X,6,O..OX.X.X
150,X,6,O..OX.X.X,O,1,OO.OX.X.X
150,X,7,OO.OX.X.X,X,2,OOXOX.X.X
151,O,1,.........,X,2,..X......
151,O,2,..X......,O,7,..X....O.
151,O,3,..X....O.,X,0,X.X....O.
151,O,4,X.X....O.,O,6,X.X...OO.
151,O,5,X.X...OO.,X,1,XXX...OO.
152,X,1,.........,X,4,....X....
152,X,2,....X....,O,1,.O..X....
152,X,3,.O..X....,X,0,XO..X....
152,X,4,XO..X....,O,2,XOO.X....
152,X,5,XOO.X....,X,6,XOO.X.X..
152,X,6,XOO.X.X..,O,7,XOO.X.XO.
152,X,7,XOO.X.XO.,X,5,XOO.XXXO.
152,X,8,XOO.XXXO.,O,8,XOO.XXXOO
152,X,9,XOO.XXXOO,X,3,XOOXXXXOO
153,O,1,.........,X,7,.......X.
153,O,2,.......X.,O,0,O......X.
153,O,3,O......X.,X,3,O..X...X.
153,O,4,O..X...X.,O,4,O..XO..X.
153,O,5,O..XO..X.,X,2,O.XXO..X.
153,O,6,O.XXO..X.,O,1,OOXXO..X.
153,O,7,OOXXO..X.,X,5,OOXXOX.X.
153,O,8,OOXXOX.X.,O,8,OOXXOX.XO
154,X,1,.........,X,4,....X....
154,X,2,....X....,O,1,.O..X....
154,X,3,.O..X....,X,0,XO..X....
154,X,4,XO..X....,O,2,XOO.X....
154,X,5,XOO.X....,X,6,XOO.X.X..
154,X,6,XOO.X.X..,O,3,XOOOX.X..
154,X,7,XOOOX.X..,X,7,XOOOX.XX.
154,X,8,XOOOX.XX.,O,8,XOOOX.XXO
154,X,9,XOOOX.XXO,X,5,XOOOXXXXO
155,O,1,.........,X,4,....X....
155,O,2,....X....,O,2,..O.X....
155,O,3,..O.X....,X,0,X.O.X....
155,O,4,X.O.X....,O,8,X.O.X...O
155,O,5,X.O.X...O,X,3,X.OXX...O
155,O,6,X.OXX...O,O,5,X.OXXO..O
156,X,1,.........,X,4,....X....
156,X,2,....X....,O,1,.O..X....
156,X,3,.O..X....,X,0,XO..X....
156,X,4,XO..X....,O,3,XO.OX....
156,X,5,XO.OX....,X,6,XO.OX.X..
156,X,6,XO.OX.X..,O,5,XO.OXOX..
156,X,7,XO.OXOX..,X,7,XO.OXOXX.
156,X,8,XO.OXOXX.,O,8,XO.OXOXXO
156,X,9,XO.OXOXXO,X,2,XOXOXOXXO
157,O,1,.........,X,5,.....X...
157,O,2,.....X...,O,8,.....X..O
157,O,3,.....X..O,X,6,.....XX.O
157,O,4,.....XX.O,O,4,....OXX.O
157,O,5,....OXX.O,X,3,...XOXX.O
157,O,6,...XOXX.O,O,7,...XOXXOO
157,O,7,...XOXXOO,X,2,..XXOXXOO
157,O,8,..XXOXXOO,O,1,.OXXOXXOO
158,X,1,.........,X,4,....X....
158,X,2,....X....,O,6,....X.O..
158,X,3,....X.O..,X,8,....X.O.X
158,X,4,....X.O.X,O,3,...OX.O.X
158,X,5,...OX.O.X,X,0,X..OX.O.X
159,O,1,.........,X,3,...X.....
159,O,2,...X.....,O,6,...X..O..
159,O,3,...X..O..,X,2,..XX..O..
159,O,4,..XX..O..,O,4,..XXO.O..
159,O,5,..XXO.O..,X,0,X.XXO.O..
159,O,6,X.XXO.O..,O,7,X.XXO.OO.
159,O,7,X.XXO.OO.,X,1,XXXXO.OO.
160,X,1,.........,X,4,....X....
160,X,2,....X....,O,8,....X...O
160,X,3,....X...O,X,5,....XX..O
160,X,4,....XX..O,O,7,....XX.OO
160,X,5,....XX.OO,X,3,...XXX.OO
161,O,1,.........,X,1,.X.......
161,O,2,.X.......,O,2,.XO......
161,O,3,.XO......,X,3,.XOX.....
161,O,4,.XOX.....,O,0,OXOX.....
161,O,5,OXOX.....,X,6,OXOX..X..
161,O,6,OXOX..X..,O,7,OXOX..XO.
161,O,7,OXOX..XO.,X,5,OXOX.XXO.
161,O,8,OXOX.XXO.,O,4,OXOXOXXO.
161,O,9,OXOXOXXO.,X,8,OXOXOXXOX
162,X,1,.........,X,4,....X....
162,X,2,....X....,O,2,..O.X....
162,X,3,..O.X....,X,1,.XO.X....
162,X,4,.XO.X....,O,6,.XO.X.O..
162,X,5,.XO.X.O..,X,8,.XO.X.O.X
162,X,6,.XO.X.O.X,O,7,.XO.X.OOX
162,X,7,.XO.X.OOX,X,3,.XOXX.OOX
162,X,8,.XOXX.OOX,O,0,OXOXX.OOX
162,X,9,OXOXX.OOX,X,5,OXOXXXOOX
163,O,1,.........,X,5,.....X...
163,O,2,.....X...,O,8,.....X..O
163,O,3,.....X..O,X,7,.....X.XO
163,O,4,.....X.XO,O,2,..O..X.XO
163,O,5,..O..X.XO,X,3,..OX.X.XO
163,O,6,..OX.X.XO,O,0,O.OX.X.XO
163,O,7,O.OX.X.XO,X,1,OXOX.X.XO
163,O,8,OXOX.X.XO,O,4,OXOXOX.XO
164,X,1,.........,X,4,....X....
164,X,2,....X....,O,8,....X...O
164,X,3,....X...O,X,5,....XX..O
164,X,4,....XX..O,O,1,.O..XX..O
164,X,5,.O..XX..O,X,3,.O.XXX..O
165,O,1,.........,X,1,.X.......
165,O,2,.X.......,O,2,.XO......
165,O,3,.XO......,X,6,.XO...X..
165,O,4,.XO...X..,O,4,.XO.O.X..
165,O,5,.XO.O.X..,X,3,.XOXO.X..
165,O,6,.XOXO.X..,O,0,OXOXO.X..
165,O,7,OXOXO.X..,X,7,OXOXO.XX.
